Extensometer Strain (1e-6),Engineering Stress (MPa)
120329,314.59985
120417,314.52933
120511,314.64017
120599,314.63998
120691,314.70273
120780,314.66068
120877,314.7189
120970,314.70309
121057,314.58124
121152,314.59796
121247,314.63412
121341,314.76019
121433,314.7489
121527,314.70969
121623,314.64594
121717,314.65009
121810,314.70569
121898,314.69568
121989,314.60306
122082,314.6091
122177,314.74072
122272,314.76425
122365,314.70731
122453,314.55713
122547,314.61761
122641,314.71368
122736,314.73108
122829,314.74487
122925,314.74991
123018,314.71204
123111,314.64102
123206,314.57312
123298,314.61005
123394,314.73004
123488,314.81708
123581,314.78751
123672,314.58994
123767,314.612
123863,314.74829
123957,314.73752
124052,314.76535
124144,314.64417
124241,314.72992
124338,314.76535
124433,314.73297
124524,314.65475
124618,314.60843
124710,314.68622
124809,314.72961
124910,314.77274
125008,314.75027
125100,314.64676
125194,314.7132
125290,314.68683
125382,314.63507
125480,314.6965
125581,314.79697
125678,314.8284
125772,314.74124
125868,314.54681
125978,314.57523
126079,314.68521
126173,314.82269
126276,314.82126
126369,314.64999
126466,314.63483
126565,314.70798
126662,314.73132
126758,314.69293
126854,314.65918
126954,314.7291
127054,314.76132
127152,314.69635
127249,314.66254
127345,314.66278
127443,314.66931
127539,314.70145
127644,314.67447
127750,314.71979
127849,314.73355
127947,314.71234
128042,314.63824
128137,314.52661
128239,314.6586
128342,314.78864
128444,314.80887
128543,314.71054
128646,314.58463
128748,314.60837
128848,314.61362
128945,314.63916
129047,314.70502
129148,314.66125
129249,314.7077
129349,314.68063
129449,314.58801
129550,314.59521
129652,314.66116
129753,314.71649
129855,314.70355
129956,314.57413
130057,314.61118
130162,314.66556
130264,314.68628
130361,314.55362
130460,314.49774
130566,314.65759
130671,314.72812
130771,314.71201
130874,314.58301
130975,314.49271
131075,314.54047
131178,314.59543
131280,314.6427
131385,314.62091
131491,314.63843
131593,314.59573
131696,314.54129
131796,314.4838
131901,314.52792
132006,314.60907
132110,314.63885
132216,314.59366
132319,314.45596
132424,314.535
132527,314.54895
132632,314.52054
132737,314.50958
132842,314.49576
132950,314.54568
133058,314.56033
133162,314.52667
133263,314.38312
133372,314.4895
133478,314.46487
133583,314.54285
133692,314.48776
133800,314.50104
133906,314.47159
134015,314.45795
134119,314.35605
134226,314.33875
134335,314.51419
134445,314.52905
134552,314.50781
134657,314.3858
134763,314.29297
134871,314.34375
134980,314.436
135088,314.48212
135195,314.33829
135305,314.32935
135418,314.39731
135527,314.32645
135635,314.29584
135741,314.26239
135854,314.33023
135965,314.3949
136073,314.35733
136185,314.30392
136295,314.30478
136404,314.24081
136511,314.246
136621,314.23615
136733,314.21848
136847,314.29459
136959,314.32278
137071,314.28687
137179,314.09378
137290,314.06384
137402,314.14514
137515,314.31229
137627,314.26114
137739,314.1933
137852,314.11453
137962,314.07797
138076,314.13895
138186,314.07953
138302,314.14679
138414,314.07947
138530,314.11261
138645,314.08542
138764,313.96542
138882,314.00452
138995,314.00903
139109,314.02884
139220,313.96707
139339,313.96503
139459,314.01416
139574,313.99493
139686,313.92197
139797,313.7674
139920,313.80719
140041,313.91681
140160,313.98581
140273,313.87579
140391,313.81909
140504,313.6843
140619,313.71509
140737,313.83444
140854,313.78778
140973,313.78284
141092,313.73895
141211,313.76862
141326,313.62073
141443,313.53885
141564,313.61929
141683,313.71603
141800,313.63678
141915,313.53931
142038,313.51898
142157,313.51328
142276,313.58176
142390,313.44287
142510,313.45682
142630,313.40604
142753,313.49457
142878,313.52518
142994,313.37814
143111,313.23749
143228,313.17682
143349,313.2879
143470,313.32849
143592,313.26236
143714,313.254
143839,313.24512
143957,313.1434
144074,313.03516
144202,313.04138
144333,313.1283
144454,313.14389
144575,313.0593
144699,312.95828
144830,312.80359
144953,312.89798
145076,312.96854
145196,312.86597
145318,312.80188
145441,312.75821
145569,312.87741
145692,312.75378
145811,312.6149
145936,312.59079
146062,312.698
146186,312.5817
146312,312.57739
146440,312.54041
146567,312.46646
146692,312.40411
146811,312.31967
146936,312.29831
147062,312.2735
147190,312.34866
147319,312.37888
147443,312.17374
147567,312.00644
147694,311.96814
147824,312.12665
147950,312.10007
148074,311.95462
148201,311.85208
148330,311.82932
148457,311.79984
148583,311.75262
148705,311.68143
148833,311.64221
148965,311.63229
149092,311.61859
149226,311.59943
149349,311.33142
149476,311.30518
149603,311.35196
149729,311.27029
149860,311.21399
149987,311.13232
150122,311.25311
150251,311.10471
150378,310.86969
150502,310.78268
150633,310.7941
150767,310.88007
150897,310.84946
151025,310.73767
151156,310.53577
151287,310.39926
151421,310.43268
151555,310.41797
151684,310.31091
151819,310.25308
151954,310.26749
152088,310.09705
152217,309.92426
152346,309.85251
152477,309.91513
152608,309.86264
152739,309.71579
152873,309.64493
153010,309.517
153143,309.47873
153272,309.36243
153398,309.21591
153531,309.13263
153668,309.1474
153804,309.16321
153940,309.0433
154070,308.76733
154202,308.63797
154335,308.61084
154466,308.55753
154602,308.50638
154734,308.3736
154872,308.33221
155007,308.16605
155138,307.94034
155270,307.83591
155402,307.80048
155540,307.86804
155675,307.70682
155811,307.54059
155948,307.28409
156085,307.15112
156218,307.1864
156350,307.06232
156483,306.88226
156620,306.77527
156760,306.70941
156902,306.59793
157043,306.42953
157172,306.14645
157306,306.04825
157441,306.0278
157580,305.9761
157721,305.80838
157863,305.59366
158002,305.41623
158139,305.2587
158273,305.09552
158406,304.8959
158551,305.00021
158693,304.80127
158836,304.5759
158970,304.2402
159109,304.07608
159247,304.00278
159385,303.96124
159524,303.80298
159666,303.50766
159812,303.36081
159956,303.06543
160097,302.95435
160231,302.77945
160372,302.53946
160523,302.43454
160669,302.28561
160815,302.0563
160959,301.73761
161104,301.54126
161249,301.38028
161385,301.0755
161521,300.90717
161668,300.77664
161822,300.60809
161974,300.34351
162122,299.98853
162261,299.65109
162406,299.44543
162553,299.31744
162699,299.18091
162849,298.89304
163001,298.45987
163151,298.13223
163300,297.92337
163445,297.72318
163594,297.43491
163743,297.1225
163897,296.87418
164056,296.55487
164209,296.1366
164361,295.77103
164511,295.51468
164657,295.2771
164808,294.99179
164966,294.57474
165128,294.17007
165291,293.83444
165444,293.51764
165595,293.11862
165749,292.65979
165905,292.34314
166067,292.03085
166231,291.6799
166393,291.17163
166553,290.57996
166711,290.22818
166867,289.81952
167028,289.47473
167189,289.03186
167357,288.47922
167526,288.0029
167691,287.44678
167848,286.94324
168012,286.42737
168176,285.97186
168339,285.51291
168511,284.98431
168686,284.15186
168856,283.52322
169019,283.02695
169183,282.58163
169346,281.89188
169510,281.14151
169689,280.54471
169869,279.82709
170042,279.16583
170206,278.42191
170378,277.59775
170551,276.85941
170732,276.13904
170911,275.26691
171097,274.22302
174727,163.69171
