True Stress (Mpa),True Strain (microstrain)
325.3241182,75662.97679
325.5407929,75732.50902
325.6111094,75797.40141
325.4945818,75862.28958
325.6237828,75932.73483
325.7276006,76000.39468
325.8869564,76069.90345
325.7243036,76135.70064
325.6698043,76199.64023
325.8062987,76269.13516
325.9138186,76336.77225
325.9437632,76403.47832
325.9707724,76471.10632
326.1404546,76540.58239
326.0596208,76608.20112
325.9917094,76672.11051
326.2070701,76742.49874
326.2110047,76809.17775
326.1584797,76874.92632
326.2385866,76944.37433
326.4111107,77015.66927
326.4847593,77085.10751
326.3640666,77146.20918
326.2570518,77212.86128
326.4145942,77284.13708
326.5886657,77351.70556
326.5829852,77418.34396
326.4828816,77484.05249
326.7024991,77555.30897
326.8119549,77624.70975
326.7372996,77692.25522
326.6304237,77755.17018
326.6974287,77823.63196
326.8740757,77891.16399
326.8993927,77958.69147
326.9628308,78028.06426
327.0548191,78097.43224
326.9650078,78164.02097
326.9233469,78228.75576
327.0308725,78295.33575
327.1628063,78368.3837
327.1961815,78434.02983
327.1165664,78502.44515
327.2748762,78572.70467
327.4358013,78642.95925
327.40391,78710.43598
327.1853754,78773.28692
327.3268186,78844.45159
327.460856,78913.76296
327.5784613,78978.44924
327.4907098,79045.90334
327.5426918,79117.04861
327.5998534,79184.49336
327.650547,79251.00975
327.5756493,79313.82672
327.6041042,79382.18188
327.7899834,79450.53237
327.8500895,79517.95463
327.9246888,79586.29584
327.9743644,79660.17298
327.9512063,79722.96425
327.8703133,79790.36815
327.9373623,79857.7675
328.0200795,79927.00867
328.1203343,79992.55257
328.0438189,80057.16911
328.1641878,80129.16547
328.2282039,80206.69423
328.3311512,80278.67983
328.2107467,80346.96907
328.1589009,80416.17639
328.4039233,80484.45624
328.5495396,80554.57665
328.5240174,80620.07942
328.4660517,80691.1128
328.5158157,80758.45147
328.6254722,80828.55266
328.6006508,80895.88208
328.5082501,80959.51804
328.6346632,81027.76081
328.7774661,81095.99892
328.8164719,81165.15442
328.8705341,81235.22711
328.8396045,81303.45106
328.8203,81366.13924
328.8540998,81435.27606
328.9182565,81505.32983
329.115871,81579.98699
329.0953265,81649.10903
329.036534,81720.06935
329.1451807,81791.02463
329.2393409,81860.13208
329.1933692,81925.5494
329.0526068,81991.88372
329.149398,82060.05607
329.3500908,82128.22378
329.4784135,82200.0712
329.3562942,82266.38731
329.363885,82338.2248
329.5046465,82412.81981
329.5479294,82481.88431
329.4764228,82546.3402
329.5560662,82616.31618
329.7003047,82683.52534
329.784812,82755.33287
329.7196766,82820.69165
329.7493931,82889.72799
329.7728538,82956.91877
329.6501712,83024.10504
329.7957833,83090.36653
329.9809011,83159.38425
330.0602519,83230.23748
329.9637589,83296.48532
329.9473124,83364.56879
330.0829973,83434.48754
330.1766277,83504.4014
329.9538663,83566.95176
330.0388186,83635.9366
330.2956157,83707.67577
330.4560394,83777.57054
330.3106464,83844.7017
330.1932441,83913.66737
330.3234712,83982.62829
330.4220839,84050.66507
330.3312196,84118.69722
330.4162424,84186.72475
330.5647172,84258.42442
330.6008472,84324.60418
330.6115146,84395.3749
330.5920841,84464.30261
330.7230608,84532.30663
330.6029221,84598.46827
330.6305809,84668.3008
330.8437091,84738.12845
330.9708267,84809.7886
330.8773702,84878.68776
330.7626738,84942.98935
330.8623252,85011.87933
331.0311899,85082.60143
330.9400772,85147.80829
330.888152,85213.0109
331.1155465,85282.80053
331.2850706,85355.33985
331.2681517,85423.2833
331.14041,85488.46795
331.161531,85559.15636
331.2487606,85626.16803
331.2964738,85692.25733
331.2898627,85761.09571
331.4353133,85831.76485
331.4838205,85901.51132
331.476081,85967.58243
331.4607948,86034.56673
331.4938959,86101.54655
331.5252316,86169.43933
331.5007572,86237.32749
331.6553635,86306.12836
331.8296073,86379.51074
331.845439,86444.63309
331.6068884,86509.7512
331.7030154,86581.28451
331.8543153,86649.14472
331.9001095,86715.16646
331.8161185,86781.18383
331.8641091,86850.86411
332.0947226,86924.20652
332.1633735,86992.96015
332.0067293,87058.04257
331.9406574,87125.87044
332.0666716,87195.5267
332.1725188,87260.59593
332.2228267,87330.24281
332.2699332,87397.13591
332.3251597,87466.77328
332.3493697,87537.32199
332.2906043,87604.20123
332.3226454,87675.65631
332.3536883,87743.4423
332.3493188,87808.47589
332.4905467,87879.91637
332.5934874,87950.43594
332.7134113,88019.11905
332.5844227,88085.0504
332.4843098,88152.80864
332.6139621,88221.47786
332.7604045,88291.97334
332.7244425,88357.88671
332.7794677,88428.37258
332.7899219,88498.85348
332.9738808,88569.32942
332.9039682,88637.97004
332.7510237,88701.11524
332.8766109,88768.83176
333.0146016,88839.28867
333.0764277,88909.74062
333.0556074,88976.52815
333.1778654,89047.88523
333.1928537,89116.49301
333.1400806,89184.18141
333.1010343,89249.12137
333.2111394,89317.71535
333.2765717,89389.04809
333.2698173,89456.71804
333.421632,89528.95523
333.5413464,89621.30151
333.4815074,89686.21309
333.2758406,89751.12046
333.4095105,89819.68001
333.5958357,89891.89099
333.6804996,89961.35486
333.5589215,90026.24437
333.6445027,90098.44044
333.7973098,90169.71751
333.772578,90238.24837
333.6461209,90304.03357
333.655106,90371.64164
333.8552319,90442.89924
333.9039416,90511.41138
333.8962486,90580.83223
333.9895859,90651.1616
333.9869517,90719.65947
333.8794802,90785.41301
333.9341061,90853.90169
334.0608619,90924.21186
334.1783069,90990.86498
334.1458525,91060.25255
334.1706333,91131.46111
334.3527267,91202.66459
334.3570787,91272.03747
334.1623351,91337.75471
334.1061704,91403.46762
334.4143351,91473.73916
334.5564224,91547.65583
334.4028571,91612.4425
334.3831926,91681.78696
334.5595187,91754.77593
334.5909997,91825.93505
334.484873,91889.79149
334.5056647,91962.76528
334.6823731,92031.17337
334.7124804,92100.4888
334.7838189,92169.79942
334.7406525,92240.01713
334.8547206,92311.14173
334.7481379,92377.70247
334.7219135,92445.17049
334.8444641,92515.36887
335.0375187,92587.38545
334.958615,92655.75083
334.9159896,92725.02298
335.0824881,92794.29033
335.1697094,92866.28684
334.9595663,92929.16562
334.8861261,92996.59644
335.1598365,93067.66725
335.3459691,93139.64408
335.3181223,93209.79372
335.1903815,93275.38374
335.2859969,93346.43474
335.3645188,93416.56987
335.3324664,93483.05709
335.2738335,93549.53988
335.3979819,93617.83951
335.5150197,93689.77675
335.5633893,93758.97731
335.6078702,93829.99396
335.6194004,93901.00557
335.5556421,93969.2812
335.4969125,94033.91117
335.6332611,94103.99811
335.8469676,94178.63075
335.8215676,94245.97738
335.7141588,94314.22946
335.8338807,94387.02656
335.8883185,94456.17889
335.8557816,94522.59702
335.7156006,94589.92048
335.8636666,94659.96846
336.1038044,94732.74039
336.1507152,94804.59747
336.0478612,94872.81145
336.0327619,94940.11134
336.0925334,95011.95352
336.1347012,95080.15335
336.109037,95147.43929
336.1886633,95217.44823
336.3083365,95287.45227
336.3353745,95358.36046
336.3633173,95428.35464
336.3454922,95498.34392
336.3481509,95567.41944
336.2815577,95633.76381
336.4065865,95706.46491
336.5043615,95778.25206
336.6580443,95846.39965
336.586916,95917.26822
336.499141,95984.49786
336.6486749,96056.26505
336.702951,96154.36883
336.6003132,96220.67427
336.6245508,96293.33271
336.9111338,96364.16962
336.9429032,96435.90957
336.9314409,96505.82837
336.7369106,96572.11051
336.8223302,96642.92766
336.9292387,96713.73981
336.9413338,96783.63918
336.9880453,96852.62599
337.1027268,96926.14615
337.0800818,96993.308
337.1745528,97065.00284
337.1097325,97134.87767
337.1502593,97204.74761
337.1620715,97272.79806
337.1228983,97339.02939
337.3229406,97412.51381
337.427676,97485.08571
337.4325272,97554.02414
337.2885321,97622.95782
337.3080437,97695.51445
337.4830003,97765.34524
337.4493209,97831.54395
337.401884,97900.4585
337.5024861,97972.08833
337.7005311,98046.43285
337.7254045,98117.14568
337.5723261,98184.22759
337.5390111,98252.21142
337.6775351,98322.00334
337.7738509,98394.50928
337.7495314,98464.29127
337.8296867,98534.97456
337.9558216,98607.46505
337.8698022,98677.23219
337.8345919,98745.18251
337.8771707,98814.03413
337.9314289,98883.78686
337.8983036,98951.72315
338.0337501,99024.18344
338.2125415,99131.05278
338.2751181,99204.40564
338.0610451,99274.13114
338.0140416,99343.85178
338.2099479,99416.28366
338.2772679,99485.9944
338.2178524,99552.98455
338.251023,99627.21164
338.4087706,99703.24343
338.5088861,99778.3644
338.3608944,99847.14492
338.2903705,99915.0158
338.4536935,99986.50148
338.5069802,100057.0773
338.5430028,100128.5528
338.5706515,100199.1185
338.6377154,100271.4885
338.6686846,100342.0442
338.5750419,100408.977
338.6758592,100480.4274
338.7400353,100553.6813
338.7110606,100620.6
338.7528759,100694.7479
338.9084688,100766.1778
339.0178549,100841.219
338.9038212,100911.7345
338.7278869,100975.9173
338.8814061,101047.3272
339.0508251,101120.5397
339.0326215,101189.2279
339.0107094,101259.7189
339.0862347,101332.0121
339.2190702,101405.2037
339.2187644,101474.7759
339.0034918,101540.7296
339.1034028,101612.0991
339.2508164,101683.4636
339.3187569,101754.823
339.3218816,101827.9836
339.3642857,101902.042
339.4224681,101974.2889
339.3485309,102042.9185
339.3588026,102109.7376
339.4413792,102181.0666
339.5517073,102250.5848
339.4779745,102322.8065
339.6243516,102395.0229
339.7364607,102469.0394
339.6572521,102538.5376
339.4989072,102604.4211
339.5407575,102674.8124
339.7653872,102747.9058
339.8670515,102820.0915
339.7302243,102887.7609
339.8498832,102962.6431
339.9081364,103033.9112
339.9153725,103106.0763
339.8316806,103171.0205
339.8298136,103243.1757
339.9753077,103315.3257
340.0553342,103385.6669
340.1085376,103459.6101
340.1167946,103530.8428
340.0943778,103600.2673
339.9993261,103668.7855
340.1029153,103741.8063
340.1651032,103812.1175
340.2896487,103882.4238
340.2536306,103953.6265
340.260494,104026.6264
340.4321469,104099.6211
340.4398725,104169.9072
340.2738169,104239.2873
340.2320752,104307.7617
340.4107797,104379.8349
340.5778242,104452.8038
340.5415153,104532.9733
340.4868658,104605.931
340.5577329,104680.6846
340.6142448,104749.1288
340.5888639,104819.3693
340.570806,104889.6048
340.7245093,104961.6361
340.7918415,105032.762
340.8762393,105109.2841
340.832076,105179.4993
340.8470393,105252.4098
340.7951897,105319.0148
340.7398634,105390.1152
340.8951604,105463.0104
340.9954933,105535.0004
341.0137324,105606.0855
340.9527767,105675.3661
341.0287286,105749.1401
341.1120247,105822.9087
341.0882943,105892.1743
340.9317805,105958.7367
341.1194531,106033.3892
341.2911912,106106.2375
341.3566416,106179.0805
341.2511904,106247.4222
341.1649659,106319.3558
341.3367423,106392.1833
341.3527818,106462.3085
341.2658377,106531.5298
341.3185261,106603.4429
341.4897652,106677.1485
341.5390479,106748.1524
341.527387,106821.8474
341.5018913,106892.841
341.5618553,106960.2354
341.4805109,107033.9147
341.5644361,107103.9949
341.7924699,107179.4604
341.8222199,107260.3099
341.6564423,107338.4582
341.7150356,107411.2115
341.8075105,107483.0615
341.8580142,107554.9062
341.6950633,107622.256
341.7341993,107694.0908
341.9865193,107769.5117
342.0964056,107841.3359
341.9614577,107913.1549
341.9014612,107984.9688
342.0246421,108059.4702
342.1316791,108130.3761
341.9969308,108201.2769
342.0571166,108273.9674
342.2601508,108347.55
342.2307502,108420.23
342.235644,108493.8018
342.175158,108565.574
342.2405433,108636.4439
342.196763,108704.6179
342.2359808,108778.1688
342.3932788,108851.7143
342.5007248,108926.1512
342.4600877,108996.9956
342.3370528,109066.9384
342.5135177,109142.2559
342.5510517,109213.085
342.4673064,109281.2196
342.4864023,109356.521
342.6233367,109430.9203
342.7570521,109505.3141
342.7358529,109577.9099
342.5689393,109646.0198
342.6597593,109718.6054
342.7342946,109791.1857
342.7383257,109862.8649
342.7865555,109934.5388
342.887171,110008.8952
342.9404081,110085.0375
342.9032153,110154.0085
342.9245765,110228.3485
342.9640263,110302.683
342.9220429,110370.7435
342.8852984,110449.5446
343.1184082,110541.7697
343.2139683,110615.1857
343.1808269,110685.9105
343.0411594,110758.4207
343.0447774,110831.8207
343.2398957,110905.2154
343.2335212,110976.8147
343.1524966,111048.4089
343.253558,111121.7876
343.4243416,111196.0557
343.4859197,111271.213
343.366088,111342.7861
343.2762212,111417.0378
343.4320614,111491.284
343.4329353,111562.8414
343.472185,111633.4993
343.49005,111708.6237
343.6892692,111784.6367
343.5722447,111857.0673
343.6060198,111931.2808
343.5708402,112003.7008
343.6739942,112077.0094
343.6385551,112150.3127
343.7181159,112223.6107
343.8746046,112298.6908
343.9002532,112375.5526
343.7374062,112447.0468
343.6890729,112516.7486
343.8726172,112593.5938
343.9574971,112665.9658
343.9516907,112739.2259
343.9087435,112811.5873
344.0409579,112888.4098
344.1312892,112962.5469
344.0996884,113050.9682
343.9410539,113119.7349
344.0216443,113193.8548
344.1787602,113270.6479
344.2320729,113343.8638
344.1865682,113417.967
344.224001,113493.8502
344.3366918,113567.0498
344.1702623,113638.4588
344.2786717,113712.5402
344.3435054,113786.6162
344.3487581,113859.7942
344.3386257,113933.8593
344.4310919,114009.7034
344.6292066,114087.326
344.5658945,114159.59
344.3233781,114230.0647
344.4621563,114305.8863
344.674671,114379.9183
344.6712005,114455.7285
344.5949543,114527.9659
344.6240201,114602.8732
344.794422,114680.4498
344.7936398,114752.671
344.5683528,114823.1038
344.6983097,114899.7719
344.8672981,114973.76
344.8814234,115049.5252
344.8926588,115124.3935
345.018961,115201.0385
344.9409041,115275.0043
344.8874095,115348.9646
344.8768064,115422.0284
344.9764687,115500.4325
345.1076945,115592.1931
345.0343621,115667.9115
345.0924543,115744.5148
345.2691185,115821.1123
345.249331,115896.8134
345.0758443,115964.4942
345.0489567,116040.1844
345.3403733,116122.1015
345.4025109,116195.9992
345.2772346,116268.111
345.2680049,116342.888
345.4176751,116423.0001
345.4433655,116495.0955
345.370649,116569.8556
345.328437,116639.2707
345.4968545,116717.5794
345.5800207,116794.9921
345.5642922,116868.8401
345.5952588,116944.4619
345.6165288,117020.9676
345.5555642,117095.6884
345.5946802,117169.5142
345.6740742,117246.0026
345.7842344,117320.7066
345.7616788,117396.2942
345.6985683,117473.6545
345.8918546,117551.8978
345.9015423,117628.357
345.7678392,117700.3656
345.713702,117774.1467
345.8532303,117849.7001
346.0642161,117928.8028
346.0711252,118000.7897
345.9349643,118077.2146
346.015158,118158.0764
346.1093023,118232.7123
346.0840015,118308.2311
346.0404353,118381.079
346.111985,118458.3631
346.2526,118540.9706
346.2313225,118623.5712
346.2488201,118698.1723
346.2959765,118778.096
346.2892906,118851.7977
346.1770154,118923.7182
346.3147552,119002.736
346.4661123,119082.6353
346.4667135,119157.2022
346.3823324,119232.6511
346.4863641,119313.4196
346.5415747,119388.8567
346.5325568,119464.2882
346.3566077,119537.052
346.5246179,119616.0214
346.721003,119693.2101
346.7770425,119771.28
346.6960956,119846.6826
346.6449474,119923.8536
346.7145935,120002.7924
346.7414389,120077.2907
346.7102096,120151.7835
346.7379426,120229.8176
346.8459578,120305.1857
346.8544405,120382.3213
346.9622881,120462.9969
346.9002152,120538.3474
346.9348147,120613.6922
346.8458384,120689.9177
346.8950067,120767.9098
347.1133331,120845.8959
347.1380631,120922.9897
347.0935459,121001.8497
347.0580277,121078.0456
347.1216787,121158.6651
347.2421924,121233.9632
347.107798,121309.2557
347.0896725,121384.5424
347.2635334,121465.1373
347.4138168,121545.7256
347.3937154,121622.7656
347.2852553,121700.685
347.2653512,121803.3876
347.3902565,121890.1455
347.4552962,121970.6996
347.4052955,122052.1323
347.5229098,122131.7883
347.5805232,122214.9779
347.5813607,122296.3907
347.5691467,122376.0273
347.5948035,122452.1185
347.5500574,122530.858
347.5691203,122607.8221
347.7063405,122687.4339
347.8147157,122767.9238
347.7707605,122843.1008
347.8151142,122924.4625
347.7211944,123004.9333
347.8834675,123080.9767
347.8813545,123158.7826
347.8060689,123239.2346
347.8755025,123321.4481
348.1200426,123404.5387
348.1393001,123485.8547
347.9077583,123559.2103
347.9184565,123638.7464
348.0695956,123718.2761
348.0577919,123794.2653
348.1098049,123873.7827
348.1471234,123955.944
348.276236,124035.4485
348.2557762,124115.83
348.2153001,124195.3218
348.2603681,124273.041
348.2730687,124353.4034
348.299389,124432.8764
348.2816189,124513.2259
348.4817385,124594.4519
348.5903573,124675.6712
348.3932427,124753.3531
348.309939,124834.5596
348.5190904,124914.8768
348.5606468,124996.0702
348.4651169,125070.1975
348.4964667,125151.3782
348.666352,125244.022
348.766243,125329.5997
348.6524765,125405.4665
348.5153826,125483.0918
348.7011961,125566.003
348.7207928,125646.2615
348.7707459,125727.3955
348.8123431,125807.6411
348.9181187,125891.4071
348.8653558,125971.6396
348.7931677,126049.2209
348.8560087,126128.5591
348.929323,126213.1797
348.8978748,126289.8609
348.8956417,126370.9427
349.1333951,126455.5427
349.2025888,126535.7299
349.0445329,126616.7918
348.9431059,126694.323
349.1191681,126778.8957
349.2047602,126860.8187
349.1903083,126937.4503
349.1093749,127018.4796
349.3275184,127105.6668
349.3742982,127187.563
349.2901181,127266.811
349.1980029,127345.1724
349.2785393,127426.1686
349.4134317,127508.9189
349.4062169,127591.6623
349.4897301,127672.6386
349.5038063,127757.1286
349.538368,127840.7315
349.3862163,127918.1679
349.5179665,128007.0364
349.5732105,128090.6184
349.5905452,128169.7949
349.5666371,128254.2429
349.6428041,128337.8043
349.7739778,128422.2381
349.8421584,128504.0266
349.5847135,128584.0497
349.6275984,128666.7042
349.7899931,128750.2311
349.907921,128831.1136
349.8506871,128914.6267
349.8146335,128997.2539
349.9787638,129084.2688
349.9809039,129167.7608
349.8848879,129246.8521
349.8214925,129329.4518
349.9892079,129412.9234
350.0941487,129495.5094
350.1432672,129582.4809
350.1208705,129664.1746
350.131449,129746.7399
350.1193432,129832.8113
350.0587771,129914.4845
350.1590439,129997.9072
350.2848685,130080.4449
350.2223162,130162.9759
350.277931,130249.8894
350.3564028,130335.0397
350.3443766,130418.4274
350.2523469,130499.1751
350.1814232,130581.6715
350.3871162,130668.5486
350.5712542,130753.6633
350.5228122,130835.2613
350.4221963,130918.6073
350.5486964,131006.3323
350.5701224,131090.5412
350.5428171,131172.9888
350.4202909,131255.4296
350.6100132,131339.6174
350.7354513,131426.4287
350.668678,131511.479
350.74012,131602.6588
350.7629382,131694.7069
350.747497,131776.2282
350.6508226,131860.3722
350.7769382,131945.3856
350.9501297,132032.1443
350.9656261,132118.8955
350.8224291,132203.8869
350.9431566,132293.2514
351.0868357,132379.98
350.9615899,132463.1973
350.822433,132548.1594
350.9121844,132633.1143
351.1693618,132720.6891
351.2250103,132808.2562
351.0689826,132894.0646
351.0563513,132980.741
351.179878,133067.41
351.1559689,133153.1961
351.1072854,133235.4738
351.1896982,133322.1207
351.4010352,133414.0107
351.3738888,133503.2672
351.3369658,133588.141
351.3659993,133678.2568
351.3476205,133764.8654
351.2664274,133849.717
351.3125097,133936.3106
351.4793471,134025.5205
351.5786977,134112.9735
351.4885621,134200.4188
351.435083,134288.7308
351.6137924,134379.6577
351.6427022,134467.0797
351.441192,134549.2494
351.5568121,134639.2787
351.780734,134731.0478
351.8004633,134821.9345
351.7654797,134910.1916
351.5932304,135004.557
351.7446978,135103.2816
351.7659257,135190.6403
351.6931344,135284.1057
351.7893455,135371.4487
351.9439782,135464.0239
351.9440654,135553.0976
351.9386555,135644.7828
351.9408344,135735.5866
351.9099399,135825.5091
351.895489,135913.6777
351.8651052,136001.8386
352.1630251,136094.3554
352.1831508,136185.9911
352.1347384,136275.0005
352.005553,136365.747
352.0565219,136456.4854
352.2014135,136546.3431
352.146121,136634.4482
352.0480894,136724.2899
352.2337523,136818.4842
352.3881016,136913.5417
352.3512464,137001.6144
352.26545,137094.0389
352.2173658,137183.8393
352.3471558,137277.1186
352.3463622,137366.031
352.3888993,137458.4217
352.4851835,137555.1614
352.5208066,137648.4061
352.4654596,137743.3847
352.4505725,137836.6119
352.4592456,137928.9591
352.4541731,138017.8136
352.4624545,138111.0151
352.5958542,138210.3044
352.7555702,138309.5839
352.7303286,138402.7582
352.5355112,138494.1826
352.5631474,138588.2103
352.7157675,138682.2293
352.6869644,138774.4985
352.6212287,138865.0185
352.7096841,138960.7519
352.9116522,139057.3464
352.8960146,139155.6717
352.7460348,139245.2872
352.6698226,139340.1143
352.8076875,139434.0625
352.8507193,139528.002
352.9545794,139621.9326
352.9380161,139719.3328
353.0096527,139816.7235
353.0061127,139910.627
352.9092017,140008.8684
353.0048026,140102.7539
352.9797277,140194.0229
352.9307478,140289.6292
353.0968594,140386.9644
353.160726,140488.6348
353.2285884,140585.9506
353.0694277,140691.9446
352.9448433,140785.7659
353.1118096,140885.6586
353.2134417,140982.0673
353.1749873,141074.993
353.1451153,141173.9884
353.2671824,141274.7106
353.3502577,141374.5545
353.1923538,141469.1799
353.2400943,141568.1363
353.1765767,141663.6113
353.2846159,141761.6807
353.3157272,141858.8727
353.3749182,141959.5259
353.3614973,142060.169
353.4010568,142159.067
353.2615001,142257.0878
353.2950118,142354.2317
353.3821788,142453.1006
353.3859789,142551.9597
353.3626696,142650.8091
353.4809449,142755.7174
353.5502571,142854.5466
353.4712889,142954.2329
353.2928056,143052.1758
353.3475198,143151.8423
353.5313728,143251.499
353.5412517,143350.2792
353.4965205,143454.2479
353.5052246,143555.6069
353.5816116,143658.688
353.5418582,143759.1602
353.424804,143857.8903
353.4006318,143962.6722
353.5985406,144070.0405
353.6146088,144171.3371
353.6075228,144276.0861
353.6209983,144378.2274
353.6187896,144482.0893
353.4645893,144581.6134
353.452458,144681.993
353.5711454,144784.9581
353.6354882,144886.1823
353.5681581,144989.9914
353.5532546,145094.6547
353.7348579,145202.7664
353.666039,145303.0836
353.4411865,145403.3907
353.3939302,145506.2816
353.6456999,145613.4843
353.7193735,145715.4891
353.6310268,145820.9408
353.505487,145922.0603
353.608513,146031.8108
353.609261,146136.3651
353.4955049,146236.5887
353.4658653,146339.3939
353.6068904,146443.916
353.6444911,146551.882
353.5966024,146658.1091
353.6363202,146765.1884
353.5920685,146872.2562
353.4393908,146976.7227
353.3488939,147078.5886
353.5195308,147184.7598
353.6135299,147299.5501
353.5149123,147412.6013
353.4458414,147520.4627
353.5160141,147631.7635
353.5148288,147742.1892
353.363612,147845.7023
353.2220525,147950.0671
353.4213876,148058.733
353.5641939,148169.1116
353.4407814,148276.0292
353.3191469,148383.7976
353.2458825,148493.2783
353.3084979,148601.8851
353.2584797,148705.3092
353.2069921,148812.1696
353.2352894,148919.8802
353.2885088,149032.7484
353.2023899,149139.5738
353.2626818,149252.4172
353.1438487,149366.9704
353.0306038,149473.7601
352.9407143,149579.6773
353.0094197,149690.7491
353.1354877,149800.0868
353.0993529,149910.2734
352.9320543,150022.1692
352.8773591,150137.4949
352.9144873,150247.6443
352.7900815,150355.2004
352.6512471,150460.164
352.640655,150572.8585
352.8434909,150688.1207
352.8123644,150799.9295
352.6339746,150910.0059
352.4674491,151023.5096
352.4816525,151134.4212
352.4203994,151244.4609
352.41965,151364.8029
352.4251015,151479.9738
352.4146024,151595.1315
352.3292341,151708.5574
352.2080108,151823.6888
352.1185537,151936.2297
352.0520495,152047.8991
351.8917225,152158.6971
351.8863428,152269.4829
352.0228215,152386.267
351.9971709,152497.0276
351.77869,152614.6436
351.5987842,152728.8123
351.5989113,152843.8263
351.5536106,152956.2525
351.3924291,153066.9499
351.3527403,153180.2091
351.4091849,153302.0341
351.3894365,153422.9866
351.2073522,153542.209
350.8728172,153657.1295
350.8670714,153772.0367
350.8868399,153885.216
350.7760737,153998.3825
350.7268396,154114.1077
350.6384665,154232.3908
350.58682,154350.6598
350.4069609,154469.7718
350.2577623,154590.5831
350.1517098,154705.3831
350.0289796,154819.3134
349.9083957,154935.8001
349.9814949,155058.2678
349.889282,155179.8643
349.6959378,155300.5899
349.3392432,155423.0129
349.1536687,155538.5734
349.3284244,155659.2556
349.1755055,155774.7888
348.9066718,155891.1643
348.8597258,156015.2262
348.8775964,156141.839
348.6147787,156264.1591
348.3015545,156387.3195
348.03738,156504.4789
348.1164294,156626.7547
348.0354293,156751.5803
347.8356583,156876.3903
347.7006538,157002.8941
347.4854666,157132.8003
347.1445514,157256.7083
346.9664434,157375.4746
346.9210413,157497.6439
346.7760373,157617.2358
346.5330075,157741.9378
346.3226389,157867.4783
346.2737438,158003.2491
346.0225039,158148.3926
345.5460145,158270.4676
345.3418693,158396.7952
345.3397898,158521.4
345.1551737,158646.8426
344.8408095,158771.4163
344.5162802,158901.093
344.3520385,159034.1648
344.1097071,159162.9545
343.7115116,159287.4639
343.3850445,159405.9893
343.2670959,159530.4685
343.1576085,159659.1944
342.7989958,159789.6083
342.3747981,159921.7096
342.0738795,160052.9414
341.7176487,160183.304
341.306979,160308.5384
341.1691496,160435.4606
340.8308301,160565.7733
340.4606159,160689.2567
340.0846765,160822.0907
339.6972678,160959.1637
339.4334749,161091.1106
338.9055043,161217.9336
338.35468,161340.4854
338.1692514,161473.2329
337.883448,161605.1121
337.3541424,161731.8698
336.7786986,161867.9677
336.2668683,162004.8974
335.9908295,162138.4071
335.4290318,162264.2471
334.9087051,162391.7714
334.4179402,162524.3795
334.0390489,162656.97
333.4490254,162791.2424
332.8769583,162929.7451
332.271644,163063.9809
331.647176,163199.8976
331.048391,163330.6999
330.5113237,163464.8819
330.0441476,163600.7441
329.3404271,163736.5879
328.5407819,163875.8085
327.8643148,164018.4047
327.2770403,164160.132
326.527078,164292.5058
325.7054756,164424.8621
324.9685283,164564.8352
324.4205987,164707.3332
323.5703507,164843.8747
322.6248716,164984.6371
321.7607969,165132.162
320.8904629,165283.0558
320.0800519,165420.3663
319.1424035,165562.7424
318.071446,165707.6402
317.2046877,165857.5999
316.1285827,166010.9254
314.9608553,166160.8397
313.9226674,166314.1186
312.7321967,166465.6808
311.5429578,166612.1409
310.2093888,166767.8899
309.0859526,166931.231
307.1977948,167110.6215
305.3762183,167281.5203
303.2787126,167470.1519
196.2168053,170767.5658
177.7676961,171061.7356
